,age,lambda,mu,sigma,3%,10%,25%,50%,75%,90%,97%
0,6.0,-1.066959222005404,20.9105992659709,0.1524804244986295,16.28184400513323,17.50986049048587,18.96643718671577,20.9105992659709,23.31729925855688,26.03398489422436,29.44717271524938
1,6.1,-1.067086295555612,21.18257082287096,0.1542620567016279,16.45146614471421,17.70418772442844,19.19235167656781,21.18257082287096,23.65252019240187,26.44898762719287,29.97518557815255
2,6.2,-1.067213369038547,21.4545338421196,0.1560644328057134,16.61973322914934,17.89739076902258,19.41752831294757,21.4545338421196,23.9890215563453,26.86731858005721,30.51013994831487
3,6.3,-1.067340442504229,21.72687272199065,0.1578864739769489,16.78696424433258,18.08980435094215,19.64232151677727,21.72687272199065,24.32723529560569,27.28948611697213,31.05269393869693
4,6.4,-1.067467516003991,21.99997774541372,0.159727023979182,16.95348248711685,18.28176799518828,19.86709101431417,21.99997774541372,24.66759993289163,27.71600634705995,31.60351679976545
5,6.5,-1.06759458922871,22.27439254545797,0.1615844260463721,17.1197391240952,18.47375648849622,20.09233997328707,22.27439254545797,25.01071806346721,28.14756980531283,32.16346375687147
6,6.6,-1.067721660876131,22.55108327151545,0.1634557159613349,17.28653806431031,18.66661755996629,20.31896691149043,22.55108327151545,25.35764392424413,28.58534549745353,32.73389362893745
7,6.7,-1.067848729459911,22.83107587002137,0.1653376016466259,17.45473124095396,18.86125048645651,20.54792572722559,22.83107587002137,25.70949574928675,29.03056941016038,33.31623379772685
8,6.8,-1.067975793322026,23.11525023551943,0.1672269378792641,17.62504952192603,19.05842669154925,20.78003458605935,23.11525023551943,26.06723313410573,29.48430490620971,33.9117223442733
9,6.9,-1.068102850615232,23.40424068446387,0.169120604753285,17.79803147128144,19.25871138431706,21.01588875987973,23.40424068446387,26.43154115948308,29.94730689047973,34.52124465195218
10,7.0,-1.06822989905048,23.69782253026407,0.1710151675865109,17.97356922162995,19.46196870327188,21.25531605550934,23.69782253026407,26.80212752170203,30.41921191854145,35.14437902462009
11,7.1,-1.068356936136022,23.99547792140654,0.1729069926683494,18.15134258401634,19.66783043677631,21.49788691098485,23.99547792140654,27.17835810614162,30.89925327945856,35.78021242607652
12,7.2,-1.068483958431469,24.2969051085389,0.1747924929392194,18.33120014366364,19.876110152962,21.74336860773979,24.2969051085389,27.55983692296775,31.38692409827579,36.42811319728349
13,7.3,-1.068610961674815,24.60200579113913,0.1766681437056631,18.51314716257942,20.08679080583184,21.99171266545412,24.60200579113913,27.94639373931088,31.88196566784109,37.08772058535136
14,7.4,-1.068737943386009,24.91075199295973,0.1785308376581216,18.69723445970557,20.2999072089545,22.24293023247787,24.91075199295973,28.33794203309891,32.38421768659186,37.75878916591159
15,7.5,-1.068864903282805,25.22317815164887,0.1803780109399164,18.88354819845309,20.51553607966563,22.49708275084259,25.22317815164887,28.73447391249841,32.89361798633831,38.44119738849464
16,7.6,-1.068991842180193,25.53924341839602,0.1822072539409315,19.0721162387015,20.73369161478665,22.75416391832422,25.53924341839602,29.13589551838076,33.41000380080624,39.13469945028179
17,7.7,-1.069118761404207,25.85891928806087,0.1840161376123282,19.2629786303733,20.95440071049504,23.0141803555331,25.85891928806087,29.54212268615412,33.93321549204103,39.83903708430606
18,7.8,-1.069245662317582,26.1821740267914,0.1858029498110133,19.45615638251763,21.17767440741794,23.27712755382047,26.1821740267914,29.95308026618704,34.46311939552242,40.55400385053724
19,7.9,-1.069372546370218,26.50881060748522,0.1875682847694167,19.65148804403425,21.40334175275902,23.54282325053314,26.50881060748522,30.36855526953224,34.99949333718937,41.27939967811554
20,8.0,-1.069499415244624,26.83801237072177,0.1893132385825252,19.84834165928157,21.63072235172391,23.81052896456685,26.83801237072177,30.78763509005069,35.5413234759196,42.01411542362049
21,8.1,-1.069626271772293,27.16855596176158,0.1910368692799735,20.04584583135374,21.85885790472199,24.07917738593622,27.16855596176158,31.20888626258962,36.08691869381859,42.75611837254405
22,8.2,-1.069753119411663,27.49943128366703,0.1927360824934982,20.2433544684589,22.08701726728957,24.34792609780055,27.49943128366703,31.63105801545026,36.63470968653189,43.50337044270335
23,8.3,-1.069879961874655,27.83002699294234,0.1944057916007265,20.44057860115694,22.31484187595148,24.61631976250248,27.83002699294234,32.05329778502236,37.18349909232426,44.25412045852122
