,age,lambda,mu,sigma,3%,10%,25%,50%,75%,90%,97%
0,6.0,-0.2836010659228888,26.65209522632586,0.1832534746175583,19.18305866524974,21.23199106728882,23.60319814582054,26.65209522632586,30.22558423023875,33.98444749192985,38.3041973414446
1,6.1,-0.2867225221009294,26.64421093076748,0.1848154946808827,19.12932693649276,21.18762130254239,23.57275885162453,26.64421093076748,30.25042752999234,34.05062928411483,38.42613532527069
2,6.2,-0.2898439781449597,26.63626869075899,0.1863906330737796,19.07541070485415,21.14303857759775,23.54212925876075,26.63626869075899,30.27553822342955,34.11764379706266,38.54986712098462
3,6.3,-0.292965434876685,26.62866902107535,0.1879791718567613,19.02159225955271,21.09855651290516,23.51166008056287,26.62866902107535,30.30137963813619,34.18602755236344,38.67602514897804
4,6.4,-0.2960868933854222,26.62193924232077,0.1895815410673729,18.96823670579154,21.05458307100296,23.48181022529909,26.62193924232077,30.32856487117473,34.25649237792587,38.80544833716382
5,6.5,-0.2992083548134085,26.61660768843416,0.1911981713144196,18.91570622374089,21.01152405948993,23.45303762465844,26.61660768843416,30.357711100674,34.32975836512612,38.93899006885879
6,6.6,-0.302329820873021,26.6132136104343,0.1928293833769777,18.86437057034113,20.96979364588277,23.42580959124599,26.6132136104343,30.38944862889588,34.40656166137364,39.07752415124168
7,6.7,-0.3054512936243265,26.6123028698104,0.1944754325607599,18.81460239942177,20.92980969464883,23.40059825732387,26.6123028698104,30.42441704566014,34.48765132512354,39.22194271852184
8,6.8,-0.3085727751925537,26.61440718452843,0.1961370617347747,18.76674495042709,20.89196361288032,23.37785389000693,26.61440718452843,30.46325344139354,34.57378922618489,39.37317232048032
9,6.9,-0.3116942678460501,26.62002337337815,0.1978162154106823,18.72107534434468,20.85658664206232,23.35797596437511,26.62002337337815,30.50658406353881,34.66575800048798,39.53220465999675
10,7.0,-0.3148157735552818,26.62962168559643,0.199514433519795,18.67786195654544,20.82399667854639,23.34134497236915,26.62962168559643,30.55499948534096,34.7642951496877,39.69997611607901
11,7.1,-0.3179372937184433,26.64363408247312,0.2012321380972731,18.63737840888411,20.79450665260539,23.32832293212394,26.64363408247312,30.60902561817074,34.8700425607092,39.87728846582662
12,7.2,-0.3210588296751878,26.66248897044043,0.2029696294116043,18.59989631254141,20.76842694153162,23.31926877167026,26.66248897044043,30.6691847641001,34.98363928717605,40.0649430363339
13,7.3,-0.3241803827872328,26.68662431531578,0.2047269829417588,18.56569749074169,20.74607801967315,23.3145512991822,26.68662431531578,30.73600852856923,35.10573383898966,40.26375179307418
14,7.4,-0.3273019545657452,26.71633820927227,0.2065034423246808,18.53498880771249,20.72768916886767,23.31442782457858,26.71633820927227,30.80985237188099,35.23675725567471,40.47425826022331
15,7.5,-0.3304235468039431,26.75159390663307,0.2082968753667344,18.50778490956229,20.71326162167227,23.31888300315898,26.75159390663307,30.89065732402147,35.37663490734453,40.69638639470713
16,7.6,-0.3335451611132737,26.79230294334921,0.2101046794174064,18.48407829920573,20.70276759916439,23.32786335962619,26.79230294334921,30.97829411428335,35.52519930130544,40.92993776376429
17,7.7,-0.3366667987157118,26.83836546501976,0.2119237824976188,18.46386744611508,20.69618178810528,23.34131265806177,26.83836546501976,31.07260917577299,35.68224181616767,41.17464944770705
18,7.8,-0.3397884607031232,26.88962121818113,0.2137516585686478,18.44709221950866,20.69341911237266,23.35911421206821,26.88962121818113,31.17338983239092,35.84749745828768,41.43020712743898
19,7.9,-0.3429101478187104,26.94568121669235,0.2155883961781181,18.43345676106647,20.6941560486264,23.38091413189909,26.94568121669235,31.28021445498692,36.0205247142556,41.69617238653304
20,8.0,-0.3460318606463956,27.00615668928472,0.2174344922717143,18.42265605591758,20.69806179790362,23.40635406504096,27.00615668928472,31.39266877997963,36.20089918390632,41.9721384938826
21,8.1,-0.3491535995610434,27.07081317545065,0.219289750715579,18.41451425372514,20.70494282304934,23.43522114956631,27.07081317545065,31.51050077177772,36.38836440417229,42.25787031917714
22,8.2,-0.35227536492413,27.13942425238787,0.2211537838317575,18.40886853261055,20.71461778159896,23.4673132423148,27.13942425238787,31.63346225002753,36.58266234733134,42.55312407603999
23,8.3,-0.3553971572676675,27.21162402795258,0.2230257266183196,18.40547779740993,20.72681198745105,23.50231579909559,27.21162402795258,31.76113017772883,36.78331873166799,42.85738714834318
24,8.4,-0.3585189773476812,27.28697970177056,0.2249039148024112,18.40408248046105,20.74122138455913,23.53987006316218,27.28697970177056,31.89298270899599,36.9897206363222,43.16995456995471
25,8.5,-0.3616408262979787,27.36504589493776,0.226785189528529,18.40446231949849,20.75757096460732,23.57963076507807,27.36504589493776,32.02844579203968,37.20115019071328,43.48994123433658
26,8.6,-0.3647627054282653,27.44525463409586,0.2286659878539815,18.4063295953935,20.77550524552747,23.62115517404216,27.44525463409586,32.16678819393127,37.4166894892272,43.816203983541
27,8.7,-0.3678846162015591,27.52688228011904,0.2305425339460131,18.40930236036322,20.79455964217007,23.66387245178398,27.52688228011904,32.30708574824016,37.63518208889965,44.14729984952751
28,8.8,-0.371006560208206,27.60932273768469,0.2324106070978123,18.41309492566957,20.81437318561047,23.70732255257004,27.60932273768469,32.44853557360005,37.85559109607615,44.48189517102321
29,8.9,-0.374128539241397,27.69219151996307,0.2342652986488764,18.41759300047313,20.83477166428387,23.75124858275012,27.69219151996307,32.59057348474533,38.07712993266441,44.81891043533695
30,9.0,-0.3772505551189494,27.77515093135193,0.2361015672337309,18.4227189559219,20.85562124828316,23.79543755693293,27.77515093135193,32.73268234440015,38.29905466263807,45.15729631276132
31,9.1,-0.3803726096959976,27.8580795587084,0.237914805942424,18.42852663680216,20.87694149940374,23.83985659699285,27.8580795587084,32.87460576205279,38.52093051384024,45.49636928376641
32,9.2,-0.3834947046591498,27.94077656216486,0.2397001985486826,18.43502348586199,20.89869802777711,23.88440882824266,27.94077656216486,33.01598539090786,38.74219066535276,45.83526926750324
33,9.3,-0.3866168412383008,28.02263875817926,0.2414523432569727,18.44196975496664,20.92057096052693,23.92866371712707,28.02263875817926,33.1559691511111,38.96166393795955,46.17238352855851
34,9.4,-0.3897390200894706,28.10279357371768,0.2431669584748447,18.44891865215006,20.94201586640309,23.97194636585977,28.10279357371768,33.29340630644383,39.17784891983062,46.50573042592339
